"listing_value","tweets_Name","tweets_Date","tweets_Replies","tweets_Retweets","tweets_Likes","tweets_Images","tweets_Text","tweets_imageURL","tweets_hrefURL","remove"
"1","CNN Breaking News","Jun 25, 2018","98","746","4.8K","https://pbs.twimg.com/media/Dgkqax1UEAAyaC4?format=jpg&name=small","Former President George H.W. Bush gets a new service dog, Sully, to help him with tasks. The dog is named after the former pilot who landed a jet on the Hudson River https://cnn.it/2trSQKi","","","1"
"1","CNN Breaking News","Jun 25, 2018","412","367","616","https://pbs.twimg.com/media/DgkigJ5UcAEBxBL?format=jpg&name=small","President Trump says he's surprised that Harley-Davidson ""would be the first to wave the White Flag"" after the motorcycle company said it will move some production overseas as a result of tariffs https://cnn.it/2tuT7w5","","","1"
"1","CNN Breaking News","Jun 25, 2018","110","490","454","https://pbs.twimg.com/media/DgkYxNCUYAAI8i6?format=jpg&name=small","A group hosting undocumented immigrants in Texas says that of the 32 parents it has who were separated from their kids at the border, only three have spoken with their children https://cnn.it/2tChKGt","","","1"
"1","CNN Breaking News","Jun 25, 2018","307","1.3K","2K","https://pbs.twimg.com/media/DgjoBpdVQAAQSpU?format=jpg&name=small","Richard Harrison, best known to viewers of the History Channel reality series ""Pawn Stars"" as ""The Old Man,"" has died https://cnn.it/2lwKwVp","","","1"
"1","CNN Breaking News","Jun 25, 2018","63","654","1.5K","https://pbs.twimg.com/media/DgjjQ3hVQAAwv1Z?format=jpg&name=small","For the first time, the US Food and Drug Administration approves a cannabis-based drug. Epidiolex treats two types of epileptic syndromes. https://cnn.it/2lzzqyS","","","1"
"1","CNN Breaking News","Jun 25, 2018","59","266","313","https://pbs.twimg.com/media/DgjZuPoUcAAgy8h?format=jpg&name=small","A 17-year veteran of the Long Beach, California, fire department was shot and killed while responding to a call https://cnn.it/2lxqV7y","","","1"
"1","CNN Breaking News","Jun 25, 2018","100","204","167","https://pbs.twimg.com/media/DgjCkIaUYAEBtUS?format=jpg&name=small","The Supreme Court allows controversial voting maps in Texas and North Carolina to be used in this fall's elections https://cnn.it/2lvIa9a","","","1"
"1","CNN Breaking News","Jun 25, 2018","66","360","321","https://pbs.twimg.com/media/DgiuT_TU8AETZbw?format=jpg&name=small","Supreme Court declines to take up a case concerning Brendan Dassey, a central figure in the documentary series ""Making a Murderer"" https://cnn.it/2luYhUG","","","1"
"1","CNN Breaking News","Jun 25, 2018","26","108","137","https://pbs.twimg.com/media/DgitGVjVMAAzvVt?format=jpg&name=small","Supreme Court tells lower court to revisit opinion that invalidated North Carolina congressional maps as an unconstitutional partisan gerrymander https://cnn.it/2lvIa9a","","","1"
"1","CNN Breaking News","Jun 25, 2018","80","180","253","https://pbs.twimg.com/media/Dgio-uVUEAAXHHZ?format=jpg&name=small","Supreme Court wipes away lower court opinion that went against florist who refused to make an arrangement for a same-sex marriage https://cnn.it/2tCD9PM","","","1"
