"listing_value","tweets_Name","tweets_Date","tweets_Replies","tweets_Retweets","tweets_Likes","tweets_Images","tweets_Text","tweets_imageURL","tweets_hrefURL","remove"
"1","CNN Breaking News","Dec 31, 2014","190","1.1K","814","https://pbs.twimg.com/media/B6OJVNzCEAAB_lK?format=jpg&name=small","Actor Edward Herrmann, whose roles included “Gilmore Girls” father, has died at 71. http://cnn.it/1757lpQ","","","1"
"1","CNN Breaking News","Dec 31, 2014","68","341","438","https://pbs.twimg.com/media/B6OHdPcCIAEr7Vm?format=jpg&name=small","Delta diverts flight for pregnant passenger in labor. http://cnn.it/1B6vqYt","","","1"
"1","CNN Breaking News","Dec 31, 2014","50","310","352","","U.S. says strike killed Al-Shabaab terrorist leader in Somalia http://cnn.it/1zwuiJr","","","1"
"1","CNN Breaking News","Dec 31, 2014","9","79","95","https://pbs.twimg.com/card_img/1333888767162085376/qUSNNV0E?format=jpg&name=small","Deadly blast targets Houthi gathering in Yemen, government says.","https://pbs.twimg.com/card_img/1333888767162085376/qUSNNV0E?format=jpg&name=small","http://t.co/KY1oLIRdrk?amp=1","1"
"1","Deadly blast targets Houthi gathering in Yemen - CNN","","9","79","95","https://pbs.twimg.com/card_img/1333888767162085376/qUSNNV0E?format=jpg&name=small","Deadly blast targets Houthi gathering in Yemen, government says.","https://pbs.twimg.com/card_img/1333888767162085376/qUSNNV0E?format=jpg&name=small","http://t.co/KY1oLIRdrk?amp=1","1"
"1","A huge explosion at a gathering for Houthis on Wednesday killed at least 23 people in Yemen's Ibb province, officials said.","","9","79","95","https://pbs.twimg.com/card_img/1333888767162085376/qUSNNV0E?format=jpg&name=small","Deadly blast targets Houthi gathering in Yemen, government says.","https://pbs.twimg.com/card_img/1333888767162085376/qUSNNV0E?format=jpg&name=small","http://t.co/KY1oLIRdrk?amp=1","1"
"1","cnn.com","","9","79","95","https://pbs.twimg.com/card_img/1333888767162085376/qUSNNV0E?format=jpg&name=small","Deadly blast targets Houthi gathering in Yemen, government says.","https://pbs.twimg.com/card_img/1333888767162085376/qUSNNV0E?format=jpg&name=small","http://t.co/KY1oLIRdrk?amp=1","1"
"1","CNN Breaking News","Dec 31, 2014","30","286","200","https://pbs.twimg.com/card_img/1334057364069216257/PStFsR9E?format=jpg&name=small","More bodies recovered from missing #AirAsia flight, Malaysian navy chief says.","https://pbs.twimg.com/card_img/1334057364069216257/PStFsR9E?format=jpg&name=small","http://t.co/doTHdgxg7G?amp=1","1"
"1","Search for AirAsia Flight QZ8501 slowed by weather - CNN","","30","286","200","https://pbs.twimg.com/card_img/1334057364069216257/PStFsR9E?format=jpg&name=small","More bodies recovered from missing #AirAsia flight, Malaysian navy chief says.","https://pbs.twimg.com/card_img/1334057364069216257/PStFsR9E?format=jpg&name=small","http://t.co/doTHdgxg7G?amp=1","1"
"1","In the search for AirAsia Flight QZ8501, seven bodies have been found so far, officials say.","","30","286","200","https://pbs.twimg.com/card_img/1334057364069216257/PStFsR9E?format=jpg&name=small","More bodies recovered from missing #AirAsia flight, Malaysian navy chief says.","https://pbs.twimg.com/card_img/1334057364069216257/PStFsR9E?format=jpg&name=small","http://t.co/doTHdgxg7G?amp=1","1"
"1","cnn.com","","30","286","200","https://pbs.twimg.com/card_img/1334057364069216257/PStFsR9E?format=jpg&name=small","More bodies recovered from missing #AirAsia flight, Malaysian navy chief says.","https://pbs.twimg.com/card_img/1334057364069216257/PStFsR9E?format=jpg&name=small","http://t.co/doTHdgxg7G?amp=1","1"
