"listing_value","tweets_Name","tweets_Date","tweets_Replies","tweets_Retweets","tweets_Likes","tweets_Images","tweets_Text","tweets_imageURL","tweets_hrefURL","remove"
"","CNN Breaking News","Jan 28","179","647","899","https://pbs.twimg.com/media/EPZ-gU8WAAAkKbU?format=jpg&name=small","Fifty US military personnel have now been diagnosed with concussions and traumatic brain injuries following the Iranian missile attack on US forces in Iraq earlier this month, the Pentagon says https://cnn.it/2UfwOJl","","","1"
"","CNN Breaking News","Jan 28","58","370","469","https://pbs.twimg.com/media/EPZ6U8zXUAEjRH2?format=jpg&name=small","The death toll in mainland China from the Wuhan coronavirus has risen to 131 people, authorities say https://cnn.it/37zrggh","","","1"
"","CNN Breaking News","Jan 28","25","523","736","https://pbs.twimg.com/media/EPZnW-VWoAA6lKi?format=jpg&name=small","A tsunami threat alert for the Caribbean has been lifted after a magnitude 7.7 earthquake struck off the coast of Jamaica and was felt as far away as Miami https://cnn.it/36z7Gzt","","","1"
"","CNN Breaking News","Jan 28","115","2.7K","2.2K","https://pbs.twimg.com/media/EPZRTZnX4AEBhmg?format=jpg&name=small","A tsunami threat has been issued for Caribbean islands after a magnitude 7.7 earthquake strikes off Jamaica https://cnn.it/2t493sf","","","1"
"","CNN Breaking News","Jan 28","72","42","194","https://pbs.twimg.com/card_img/1336505867533955075/41KeI4jk?format=jpg&name=small","Trump's legal team has wrapped up their opening statements at his impeachment trial. Follow live updates:","https://pbs.twimg.com/card_img/1336505867533955075/41KeI4jk?format=jpg&name=small","https://t.co/qau5Ps7w87?amp=1","1"
"","Trump's legal team just wrapped up their opening statements","","72","42","194","https://pbs.twimg.com/card_img/1336505867533955075/41KeI4jk?format=jpg&name=small","Trump's legal team has wrapped up their opening statements at his impeachment trial. Follow live updates:","https://pbs.twimg.com/card_img/1336505867533955075/41KeI4jk?format=jpg&name=small","https://t.co/qau5Ps7w87?amp=1","1"
"","White House Counsel Pat Cipollone just finished giving opening arguments for Trump's legal team.","","72","42","194","https://pbs.twimg.com/card_img/1336505867533955075/41KeI4jk?format=jpg&name=small","Trump's legal team has wrapped up their opening statements at his impeachment trial. Follow live updates:","https://pbs.twimg.com/card_img/1336505867533955075/41KeI4jk?format=jpg&name=small","https://t.co/qau5Ps7w87?amp=1","1"
"","cnn.com","","72","42","194","https://pbs.twimg.com/card_img/1336505867533955075/41KeI4jk?format=jpg&name=small","Trump's legal team has wrapped up their opening statements at his impeachment trial. Follow live updates:","https://pbs.twimg.com/card_img/1336505867533955075/41KeI4jk?format=jpg&name=small","https://t.co/qau5Ps7w87?amp=1","1"
"","CNN Breaking News","Jan 28","49","307","744","https://pbs.twimg.com/media/EPZJoFMXUAEmfBM?format=jpg&name=small","United Airlines suspends some flights between US and China as coronavirus spreads https://cnn.it/2RwYtn9","","","1"
"","CNN Breaking News","Jan 28","63","122","227","https://pbs.twimg.com/media/EPY0nHlWsAADRiF?format=jpg&name=small","Authorities believe Fotis Dulos, a Connecticut man accused of killing his estranged wife, has made an apparent suicide attempt, law enforcement sources say. His condition is unknown at this time. https://cnn.it/36y9OHK","","","1"
