"listing_value","tweets_Name","tweets_Date","tweets_Replies","tweets_Retweets","tweets_Likes","tweets_Images","tweets_Text","tweets_imageURL","tweets_hrefURL","remove"
"1","CNN Breaking News","Jun 28, 2017","70","147","195","https://pbs.twimg.com/media/DDcIrKCWAAAqR8v?format=jpg&name=small","Helicopter from which attackers launched grenades in Venezuela has been found, state-run news agency reports http://cnn.it/2sSumu2","","","1"
"1","CNN Breaking News","Jun 28, 2017","665","808","1K","https://pbs.twimg.com/media/DDbxsxyXsAAEG4C?format=jpg&name=small","Trump's own advisers are struggling to convince him that Russia still poses a threat, senior officials say http://cnn.it/2sSqtFe","","","1"
"1","CNN Breaking News","Jun 28, 2017","123","177","353","https://pbs.twimg.com/media/DDa9a9pXsAAxTCU?format=jpg&name=small","China frees activists who were investigating factory that made shoes for Ivanka Trump brand, advocacy group says http://cnnmon.ie/2t17uXD","","","1"
"1","CNN Breaking News","Jun 28, 2017","53","476","682","https://pbs.twimg.com/media/DDaRNRNWsAQb52f?format=jpg&name=small","Michael Bond, the creator of popular children’s character Paddington Bear, has died at the age of 91. http://cnn.it/2s1b1E8","","","1"
"1","CNN Breaking News","Jun 28, 2017","33","147","206","https://pbs.twimg.com/media/DDZx8sBXcAEBq3P?format=jpg&name=small","Former senior police officer among 6 people charged in a 1989 UK football stadium disaster in which 96 fans died. http://cnn.it/2sluUVW","","","1"
"1","CNN Breaking News","Jun 28, 2017","482","644","978","https://pbs.twimg.com/media/DDX2Qz2XgAEAO3Y?format=jpg&name=small","D.C. begins issuing the nation's first gender neutral driver's licenses http://cnn.it/2tWbbOC","","","1"
"1","CNN Breaking News","Jun 27, 2017","256","473","1.3K","https://pbs.twimg.com/media/DDXajw0XYAAAduj?format=jpg&name=small","Three more GOP senators announce they're opposed to the Senate health care bill, after a vote on it was delayed http://cnn.it/2sYGsjz","","","1"
"1","CNN Breaking News","Jun 27, 2017","137","438","832","https://pbs.twimg.com/media/DDXKWIEXgAAVfY7?format=jpg&name=small","Los Angeles fines Carl’s Jr. $1.45 million for allegedly underpaying workers http://cnn.it/2tils9G","","","1"
"1","CNN Breaking News","Jun 27, 2017","51","92","219","https://pbs.twimg.com/media/DDXEbpHXsAACT8Y?format=jpg&name=small","The lockdown on a US Army base in Alabama has been lifted after investigators found no active shooter. http://cnn.it/2sYL7lu","","","1"
"1","CNN Breaking News","Jun 27, 2017","109","189","441","https://pbs.twimg.com/media/DDW5UXIW0AQ1Pjq?format=jpg&name=small","Alton Sterling's children sue Baton Rouge over their father's fatal shooting death at a convenience store last year. http://cnn.it/2rZdSNG","","","1"
"1","CNN Breaking News","Jun 27, 2017","96","251","418","https://pbs.twimg.com/media/DDWwqbxXUAMg69V?format=jpg&name=small","3 current or former Chicago cops face state felony charges in connection with the shooting death of Laquan McDonald http://cnn.it/2ufabnS","","","1"
"1","CNN Breaking News","Jun 27, 2017","78","68","210","https://pbs.twimg.com/media/DDWRwVSXsAE8EXq?format=jpg&name=small","White House holds on-camera briefing amid criticism for shift away from daily back-and-forth with press. Watch live http://cnn.it/go2","","","1"
"1","CNN Breaking News","Jun 27, 2017","206","290","404","https://pbs.twimg.com/media/DDWI7SFWAAA3DDN?format=jpg&name=small","McConnell tells GOP senators health care bill needs work and delays vote until after July 4 recess, sources say http://cnn.it/2sNxuaE","","","1"
