"listing_value","tweets_Name","tweets_Date","tweets_Replies","tweets_Retweets","tweets_Likes","tweets_Images","tweets_Text","tweets_imageURL","tweets_hrefURL","remove"
"","CNN Breaking News","Dec 31, 2019","30","97","292","https://pbs.twimg.com/media/ENI-N6gXsAAhT98?format=jpg&name=small","Syd Mead, the visionary artist who helped shape the look of ""Blade Runner"" and ""Blade Runner 2049,"" has died at 86 https://cnn.it/36fHnPp","","","1"
"","CNN Breaking News","Dec 31, 2019","178","193","494","https://pbs.twimg.com/media/ENIrjorWwAYZN_6?format=jpg&name=small","The US is sending additional forces to protect its embassy in Baghdad after hundreds of protesters attempted to break in https://cnn.it/2MJLV8Z","","","1"
"","CNN Breaking News","Dec 31, 2019","28","74","205","https://pbs.twimg.com/media/ENINCjDWkAEYSAG?format=jpg&name=small","Book publishing legend Sonny Mehta, editor-in-chief of Knopf and chairman of the Knopf Doubleday Publishing Group, is dead at 77 https://cnn.it/2MKRAf3","","","1"
"","CNN Breaking News","Dec 31, 2019","165","128","319","https://pbs.twimg.com/media/ENHk3n3WoAEHykK?format=jpg&name=small","President Trump weighs in on protesters' attempts to storm the US Embassy in Baghdad, tweeting that ""Iran is orchestrating"" the attack. Follow live updates: https://cnn.it/2srkjyR","","","1"
"","CNN Breaking News","Dec 31, 2019","77","101","198","https://pbs.twimg.com/media/ENHAO8aWkAAlJgS?format=jpg&name=small","Pro-Iranian protesters tried to storm the US embassy in Baghdad in demonstrations over strikes on an Iran-backed militia group in Iraq https://cnn.it/2SHzO0e","","","1"
"","CNN Breaking News","Dec 31, 2019","101","427","577","https://pbs.twimg.com/media/ENFyQamW4AAldfR?format=jpg&name=small","Ex-Nissan CEO Carlos Ghosn, who had been awaiting trial in Japan, turned up in Lebanon, and said he will ""no longer be held hostage by a rigged Japanese justice system"" https://cnn.it/2ZEEy8n","","","1"
"","CNN Breaking News","Dec 30, 2019","78","144","319","https://pbs.twimg.com/media/ENDrELRXsAEDo7T?format=jpg&name=small","Anti-Semitic journal entries found at home of man accused in Hanukkah celebration stabbings, federal hate crime charges filed https://cnn.it/2ZAoGU6","","","1"
"","CNN Breaking News","Dec 30, 2019","150","234","1.2K","https://pbs.twimg.com/media/ENDe7kFX0AIlt8d?format=jpg&name=small","The security volunteer who fatally shot a gunman in a Texas church is identified as a reserve deputy named Jack Wilson. An official says Wilson was the only person who shot at the suspect, and he fired just once. https://cnn.it/2MI49YD","","","1"
"","CNN Breaking News","Dec 30, 2019","40","152","368","https://pbs.twimg.com/media/ENDaMQAWkAAe4la?format=jpg&name=small","Military authorities in Florida arrested a Chinese national for allegedly entering a restricted area at Naval Air Station Key West to take photos, court documents show https://cnn.it/37jjkzp","","","1"
"","CNN Breaking News","Dec 30, 2019","264","127","332","https://pbs.twimg.com/media/ENDF4lWXsAcI-Re?format=jpg&name=small","The White House issues a readout of Sunday's call between Putin and Trump https://cnn.it/36cNvbh","","","1"
"","CNN Breaking News","Dec 30, 2019","27","95","217","https://pbs.twimg.com/media/ENDEiHRWwAAWoan?format=jpg&name=small","The FDA can't prove that a key program meant to address opioid misuse and abuse actually worked, says a study involving more than 9,700 pages of documents https://cnn.it/2QwELGl","","","1"
"","CNN Breaking News","Dec 30, 2019","14","64","152","https://pbs.twimg.com/media/ENC1Dq3WwAAtp6v?format=jpg&name=small","Prominent human rights activist Gamal Eid says Egyptian security forces beat him up and doused him in paint https://cnn.it/2SElzJB","","","1"
"","CNN Breaking News","Dec 30, 2019","30","270","552","https://pbs.twimg.com/media/ENCoTV7XYAAZ-yC?format=jpg&name=small","Neil Innes, a writer, musician and ""Monty Python"" collaborator, has died at the age of 75 https://cnn.it/2rJrhPe","","","1"
"","CNN Breaking News","Dec 29, 2019","475","1.3K","2.6K","https://pbs.twimg.com/media/EM_ZphNWwAEg5My?format=jpg&name=small","Rep. John Lewis of Georgia, a civil rights icon, has stage 4 pancreatic cancer and will undergo treatment, his office says https://cnn.it/2SBgxgT","","","1"
"","CNN Breaking News","Dec 29, 2019","86","145","265","https://pbs.twimg.com/media/EM-wxamWkAA4aXC?format=jpg&name=small","A victim and the suspected Texas church shooter died en route to the hospital, MedStar Mobile Healthcare spokeswoman says https://cnn.it/2Q81nhy","","","1"
"","CNN Breaking News","Dec 29, 2019","119","360","424","https://pbs.twimg.com/media/EM-frbaX0AI2Sj3?format=jpg&name=small","Three people are in critical condition after a church shooting in Texas. Officials believe the suspect is among the injured. https://cnn.it/2Q81nhy","","","1"
"","CNN Breaking News","Dec 29, 2019","43","147","338","https://pbs.twimg.com/media/EM-fTzIWoAE9zQG?format=jpg&name=small","The US conducted strikes against five facilities tied to an Iran-backed militia group in Iraq and Syria, saying the group targeted Americans https://cnn.it/37ejqYW","","","1"
"","CNN Breaking News","Dec 29, 2019","19","90","310","https://pbs.twimg.com/media/EM91qiSWkAMbVmf?format=jpg&name=small","A 28-year-old man is dead after an avalanche in the Brenta Dolomite mountains. It's the second deadly avalanche to hit the Italian Alps over the weekend.
https://cnn.it/368FELZ","","","1"
"","CNN Breaking News","Dec 29, 2019","92","127","400","https://pbs.twimg.com/media/EM9oRinWkAgd5se?format=jpg&name=small","The suspect in custody after a stabbing rampage at a rabbi's home in New York was found with ""blood all over him,"" a law enforcement source with direct knowledge of the case says
https://cnn.it/2Q77r9W","","","1"
"","CNN Breaking News","Dec 29, 2019","120","208","423","https://pbs.twimg.com/media/EM7qdpbXUAIPvb7?format=jpg&name=small","5 were stabbed at a New York residence, police say. A witness says it was the home of a rabbi https://cnn.it/2MB7j04","","","1"
"","CNN Breaking News","Dec 28, 2019","84","191","539","https://pbs.twimg.com/media/EM53aRzWkAEzRSy?format=jpg&name=small","A sports reporter who is a daughter-in-law of an LSU football coach was among those killed in a small plane crash in Louisiana. The plane was going to Atlanta, where LSU is playing in the Peach Bowl. https://cnn.it/37jcNEU","","","1"
"","CNN Breaking News","Dec 28, 2019","23","100","232","https://pbs.twimg.com/media/EM5EOfiW4AU8lrc?format=jpg&name=small","At least five people are dead after a small plane crashed near a Louisiana airport, officials say https://cnn.it/3664sEk","","","1"
"","CNN Breaking News","Dec 28, 2019","65","149","469","https://pbs.twimg.com/media/EM1vKsBUYAQGbtn?format=jpg&name=small","The remains of six people on board a tour helicopter that crashed on the Hawaiian island of Kauai have been found, officials say. The search for the seventh person on board has been suspended due to fog https://cnn.it/2ZwMh84","","","1"
"","CNN Breaking News","Dec 28, 2019","204","177","465","https://pbs.twimg.com/media/EM1WuXCUYAEBm2F?format=jpg&name=small","Radio shock jock Don Imus is dead at 79. He hosted a morning show heard across the US and sparked a public outcry over racist remarks in 2007. https://cnn.it/2EVAqqX","","","1"
"","CNN Breaking News","Dec 26, 2019","34","126","278","","Police are investigating four possible anti-Semitic incidents in New York City over a two-day span during the Jewish festival of Hanukkah
https://cnn.it/2Qnc5iX","","","1"
"","CNN Breaking News","Dec 26, 2019","43","124","529","","Authorities in New York have located a third teen wanted for questioning in connection with the stabbing death of Barnard College freshman Tessa Majors
https://cnn.it/376UiTO","","","1"
"","CNN Breaking News","Dec 25, 2019","150","161","370","https://pbs.twimg.com/media/EMq2VBVWwAYX-l0?format=jpg&name=small","Prime Minister Benjamin Netanyahu was taken off the stage at a campaign event in Ashkelon as a rocket was fired from Gaza into Israel https://cnn.it/2SnkEgp","","","1"
"","CNN Breaking News","Dec 25, 2019","45","187","823","https://pbs.twimg.com/media/EMqrjMAXYAEj8xE?format=jpg&name=small","A suspect in the stabbing deaths of two men, including the brother of San Francisco 49ers quarterback C.J. Beathard, has been arrested https://cnn.it/35SR7z0","","","1"
"","CNN Breaking News","Dec 25, 2019","95","770","2.5K","","The last solar eclipse of the year will create a 'ring of fire.' Here's how to watch it https://cnn.it/2SmqvTf","","","1"
"","CNN Breaking News","Dec 25, 2019","62","200","411","","Two women say Frontier Airlines ignored their requests for help after they were sexually assaulted https://cnn.it/34VYioT","","","1"
"","CNN Breaking News","Dec 25, 2019","91","98","250","https://pbs.twimg.com/media/EMqHps2XkAEjZcK?format=jpg&name=small","Bvlly, a Toronto rapper, was shot and killed early Christmas Eve in what police are calling a homicide
https://cnn.it/2Srxquq","","","1"
"","CNN Breaking News","Dec 24, 2019","237","197","874","https://pbs.twimg.com/media/EMlo6xJXUAAPEyq?format=jpg&name=small","Rapper DaBaby was taken to a Charlotte police station and cited on a marijuana charge. He took to social media to protest his treatment by law enforcement. https://cnn.it/2Qk3yx5","","","1"
"","CNN Breaking News","Dec 24, 2019","68","263","676","https://pbs.twimg.com/media/EMks5cNWoAANJrn?format=jpg&name=small","Nigeria orders the release of detained activist Omoyele Sowore https://cnn.it/35U3uLj","","","1"
"","CNN Breaking News","Dec 24, 2019","33","111","203","https://pbs.twimg.com/media/EMj_tg5XUAApWpe?format=jpg&name=small","The FAA issues a ground stop for flights at Chicago's O'Hare International Airport because of fog https://cnn.it/2s80mNm","","","1"
"","CNN Breaking News","Dec 24, 2019","399","565","1.4K","https://pbs.twimg.com/media/EMj-b_1WoAAaxMH?format=jpg&name=small","President Trump says he'll handle whatever ""Christmas gift"" North Korea has in store and suggests it might be ""a beautiful vase"" https://cnn.it/2SjoGXb","","","1"
"","CNN Breaking News","Dec 24, 2019","34","88","243","https://pbs.twimg.com/media/EMj0PxyXUAA-mXn?format=jpg&name=small","Travis Kalanick, the cofounder and former CEO of Uber, is stepping down from the company's board of directors https://cnn.it/399Dk9m","","","1"
"","CNN Breaking News","Dec 24, 2019","46","94","567","https://pbs.twimg.com/media/EMiu7P7XkAEAEtz?format=jpg&name=small","Britain's Prince Philip has left a London hospital after a four-night stay in relation to a pre-existing condition https://cnn.it/2SorBxE","","","1"
"","CNN Breaking News","Dec 24, 2019","40","149","512","https://pbs.twimg.com/media/EMh3QHzXkAYbGqJ?format=jpg&name=small","New Zealand police have ended the search for two remaining victims still missing after a deadly volcanic eruption on White Island. Police believe their bodies could have washed out to sea and may never be found. https://cnn.it/2QlfNd8","","","1"
"","CNN Breaking News","Dec 24, 2019","50","144","396","https://pbs.twimg.com/media/EMhbmT_XYAANfc3?format=jpg&name=small","The Pentagon identified the US service member killed Monday in Afghanistan as Army Sgt. 1st Class Michael J. Goble, 33, of Washington Township, New Jersey https://cnn.it/2EOeMoA","","","1"
"","CNN Breaking News","Dec 23, 2019","80","168","233","https://pbs.twimg.com/media/EMgYvbVXsAEOkE2?format=jpg&name=small","Syrian President Bashar al-Assad's army, with support from Russian air power, steps up attacks in Idlib. International aid groups warn if the violence continues, thousands of civilians could be displaced.
https://cnn.it/2EPqW09","","","1"
"","CNN Breaking News","Dec 23, 2019","131","456","3.4K","https://pbs.twimg.com/media/EMfTnqsW4AAYWWw?format=jpg&name=small","""Saturday Night Live"" scores its top-rated show in nearly three years, with Eddie Murphy's return capturing 9.921 million viewers https://cnn.it/2SjYQ5b","","","1"
"","CNN Breaking News","Dec 23, 2019","33","146","408","https://pbs.twimg.com/media/EMfSfqkXUAQ8f9r?format=jpg&name=small","Psychedelic pioneer Baba Ram Dass, a best-selling author and New Age guru who extolled the virtues of mindfulness, is dead at 88 https://cnn.it/34Sa9UM","","","1"
"","CNN Breaking News","Dec 23, 2019","251","841","1K","https://pbs.twimg.com/media/EMem7YeX0AMuCWO?format=jpg&name=small","Boeing CEO Dennis Muilenburg resigns after a tumultuous year in which the 737 Max plane and Starliner spacecraft encountered numerous issues https://cnn.it/2sRsG6t","","","1"
"","CNN Breaking News","Dec 23, 2019","184","226","649","https://pbs.twimg.com/media/EMd2AXsXYAAjwR6?format=jpg&name=small","Five people have been sentenced to death in connection with the murder of journalist Jamal Khashoggi, Saudi state media says https://cnn.it/3620exe","","","1"
"","CNN Breaking News","Dec 23, 2019","33","146","408","https://pbs.twimg.com/media/EMfSfqkXUAQ8f9r?format=jpg&name=small","Psychedelic pioneer Baba Ram Dass, a best-selling author and New Age guru who extolled the virtues of mindfulness, is dead at 88 https://cnn.it/34Sa9UM","","","1"
"","CNN Breaking News","Dec 23, 2019","251","841","1K","https://pbs.twimg.com/media/EMem7YeX0AMuCWO?format=jpg&name=small","Boeing CEO Dennis Muilenburg resigns after a tumultuous year in which the 737 Max plane and Starliner spacecraft encountered numerous issues https://cnn.it/2sRsG6t","","","1"
