"listing_value","tweets_Name","tweets_Date","tweets_Replies","tweets_Retweets","tweets_Likes","tweets_Text","tweets_Images","tweets_imageURL","tweets_hrefURL","remove"
"1","CNN Breaking News","Jun 19, 2016","101","449","355","Man attempts to pull officer’s weapon from holster at Las Vegas Trump rally, police say.","","","","1"
"1","Man who attempted to grab gun at rally wanted 'to kill Trump'","","101","449","355","Man attempts to pull officer’s weapon from holster at Las Vegas Trump rally, police say.","https://pbs.twimg.com/card_img/1336327534850449418/C1Y9rlP9?format=jpg&name=small","https://pbs.twimg.com/card_img/1336327534850449418/C1Y9rlP9?format=jpg&name=small","https://t.co/4iYE9Zkhrk?amp=1","1"
"1","The man arrested for trying to disarm a police officer inside a Donald Trump in Las Vegas Saturday told authorities he intended to use the gun to harm Trump, a law enforcement source said.","","101","449","355","Man attempts to pull officer’s weapon from holster at Las Vegas Trump rally, police say.","https://pbs.twimg.com/card_img/1336327534850449418/C1Y9rlP9?format=jpg&name=small","https://pbs.twimg.com/card_img/1336327534850449418/C1Y9rlP9?format=jpg&name=small","https://t.co/4iYE9Zkhrk?amp=1","1"
"1","cnn.com","","101","449","355","Man attempts to pull officer’s weapon from holster at Las Vegas Trump rally, police say.","https://pbs.twimg.com/card_img/1336327534850449418/C1Y9rlP9?format=jpg&name=small","https://pbs.twimg.com/card_img/1336327534850449418/C1Y9rlP9?format=jpg&name=small","https://t.co/4iYE9Zkhrk?amp=1","1"
"1","CNN Breaking News","Jun 19, 2016","69","372","257","Pennsylvania couple claims to be parents, grandparents of 12 girls found living with 51-year-old man, official says. http://cnn.it/1UqJjJZ","","","","1"
"1","CNN Breaking News","Jun 19, 2016","97","1.8K","974","Anton Yelchin, who played Chekov in ""Star Trek"" movies, killed in accident. http://cnn.it/1ScGOXf","https://pbs.twimg.com/media/ClVfAMJWQAAx4WP?format=jpg&name=small","","","1"
"1","CNN Breaking News","Jun 19, 2016","36","452","341","At least 24 people died after heavy rains & floods triggered landslides in Indonesian province of Central Java.","https://pbs.twimg.com/card_img/1336490236084441090/ykjSOvkd?format=jpg&name=small","https://pbs.twimg.com/card_img/1336490236084441090/ykjSOvkd?format=jpg&name=small","https://t.co/RM5epGXik2?amp=1","1"
"1","Indonesia: Floods, landslides kill 35","","36","452","341","At least 24 people died after heavy rains & floods triggered landslides in Indonesian province of Central Java.","https://pbs.twimg.com/card_img/1336490236084441090/ykjSOvkd?format=jpg&name=small","https://pbs.twimg.com/card_img/1336490236084441090/ykjSOvkd?format=jpg&name=small","https://t.co/RM5epGXik2?amp=1","1"
"1","At least 35 people have died after heavy rains and floods triggered landslides in the Indonesian province of Central Java.","","36","452","341","At least 24 people died after heavy rains & floods triggered landslides in Indonesian province of Central Java.","https://pbs.twimg.com/card_img/1336490236084441090/ykjSOvkd?format=jpg&name=small","https://pbs.twimg.com/card_img/1336490236084441090/ykjSOvkd?format=jpg&name=small","https://t.co/RM5epGXik2?amp=1","1"
"1","cnn.com","","36","452","341","At least 24 people died after heavy rains & floods triggered landslides in Indonesian province of Central Java.","https://pbs.twimg.com/card_img/1336490236084441090/ykjSOvkd?format=jpg&name=small","https://pbs.twimg.com/card_img/1336490236084441090/ykjSOvkd?format=jpg&name=small","https://t.co/RM5epGXik2?amp=1","1"
