"listing_value","tweets_Name","tweets_Date","tweets_Replies","tweets_Retweets","tweets_Likes","tweets_Images","tweets_Text","tweets_imageURL","tweets_hrefURL","remove"
"","CNN Breaking News","Feb 3, 2016","58","113","303","https://pbs.twimg.com/media/CaU3chWWYAAiGyp?format=jpg&name=small",".
@BernieSanders
sharpens criticism of
@HillaryClinton
ahead of #DemTownHall at 9p ET on CNN http://cnn.it/23JjoSF","","","1"
"","CNN Breaking News","Feb 3, 2016","50","357","609","https://pbs.twimg.com/media/CaU2RgzWwAAdIi7?format=jpg&name=small","Pennsylvania judge rules that sex assault case against Bill Cosby will proceed. http://cnn.it/1PVg0Qs.","","","1"
"","CNN Breaking News","Feb 3, 2016","10","38","94","https://pbs.twimg.com/card_img/1337296639904665601/3RUMmGKq?format=jpg&name=small","@cnnbrk
: Correcting handle:
@RandPaul
dropping out of race for GOP presidential nomination","https://pbs.twimg.com/card_img/1337296639904665601/3RUMmGKq?format=jpg&name=small","https://t.co/POIsabkzuo?amp=1","1"
"","Rand Paul dropping out of presidential race - CNNPolitics","","10","38","94","https://pbs.twimg.com/card_img/1337296639904665601/3RUMmGKq?format=jpg&name=small","@cnnbrk
: Correcting handle:
@RandPaul
dropping out of race for GOP presidential nomination","https://pbs.twimg.com/card_img/1337296639904665601/3RUMmGKq?format=jpg&name=small","https://t.co/POIsabkzuo?amp=1","1"
"","Rand Paul suspends his White House bid.","","10","38","94","https://pbs.twimg.com/card_img/1337296639904665601/3RUMmGKq?format=jpg&name=small","@cnnbrk
: Correcting handle:
@RandPaul
dropping out of race for GOP presidential nomination","https://pbs.twimg.com/card_img/1337296639904665601/3RUMmGKq?format=jpg&name=small","https://t.co/POIsabkzuo?amp=1","1"
"","cnn.com","","10","38","94","https://pbs.twimg.com/card_img/1337296639904665601/3RUMmGKq?format=jpg&name=small","@cnnbrk
: Correcting handle:
@RandPaul
dropping out of race for GOP presidential nomination","https://pbs.twimg.com/card_img/1337296639904665601/3RUMmGKq?format=jpg&name=small","https://t.co/POIsabkzuo?amp=1","1"
"","CNN Breaking News","Feb 3, 2016","49","140","302","https://pbs.twimg.com/media/CaUZKb8WEAAcH-O?format=jpg&name=small",".
@Rand
Paul is dropping out of the race for the GOP presidential nomination. http://cnn.it/1PUuT5F.","","","1"
"","CNN Breaking News","Feb 3, 2016","135","512","557","https://pbs.twimg.com/media/CaUNxUjWYAEzA79?format=jpg&name=small","McDonald's sued over cheese in breaded sticks that allegedly isn't ""real."" http://cnnmon.ie/1KY2CDH.","","","1"
"","CNN Breaking News","Feb 3, 2016","107","290","441","https://pbs.twimg.com/media/CaT-uQ1WYAEa8fO?format=jpg&name=small","Rick Santorum is ending his presidential bid, two Republican sources say. http://cnn.it/1PSqPg3","","","1"
"","CNN Breaking News","Feb 3, 2016","15","103","94","","Syrian peace talks are being put on hold until February 25, U.N. special envoy says. http://cnn.it/20qdnv9","","","1"
"","CNN Breaking News","Feb 3, 2016","62","328","503","https://pbs.twimg.com/media/CaTzdeyWwAAbXdI?format=png&name=small","Obama rebuts anti-Muslim rhetoric in first U.S. mosque visit. LIVE: http://cnn.it/go.","","","1"
"","CNN Breaking News","Feb 3, 2016","23","112","137","https://pbs.twimg.com/card_img/1337296637790724103/BMRs_oka?format=jpg&name=small","Israeli policewoman, 3 Palestinian attackers killed in Jerusalem shootout, authorities say.","https://pbs.twimg.com/card_img/1337296637790724103/BMRs_oka?format=jpg&name=small","https://t.co/5GjqFo2Xiv?amp=1","1"
"","Israeli policewoman dies in Jerusalem; 3 attackers killed - CNN","","23","112","137","https://pbs.twimg.com/card_img/1337296637790724103/BMRs_oka?format=jpg&name=small","Israeli policewoman, 3 Palestinian attackers killed in Jerusalem shootout, authorities say.","https://pbs.twimg.com/card_img/1337296637790724103/BMRs_oka?format=jpg&name=small","https://t.co/5GjqFo2Xiv?amp=1","1"
