"listing_value","tweets_Name","tweets_Date","tweets_Replies","tweets_Retweets","tweets_Likes","tweets_Images","tweets_Text","tweets_imageURL","tweets_hrefURL","remove"
"","money.cnn.com","","78","481","259","https://pbs.twimg.com/card_img/1336139709496569861/B4ghk4Zu?format=jpg&name=small","Computer maker Lenovo slipped 'Superfish' malware into laptops. http://cnnmon.ie/1G8PSJ2.","https://pbs.twimg.com/card_img/1336139709496569861/B4ghk4Zu?format=jpg&name=small","http://t.co/zhOSEoe7Z6?amp=1","1"
"","CNN Breaking News","Feb 19, 2015","47","322","474","","Texas county clerk says she's issued marriage license to same-sex couple at judge's order, despite statewide ban.","","","1"
"","Texas Supreme Court blocks same-sex marriage licenses - CNN","","47","322","474","","Texas county clerk says she's issued marriage license to same-sex couple at judge's order, despite statewide ban.","","","1"
"","The Texas Supreme Court blocks gay couples from obtaining marriage licenses after two women participated in the state's first same-sex marriage in Austin.","","47","322","474","","Texas county clerk says she's issued marriage license to same-sex couple at judge's order, despite statewide ban.","","","1"
"","cnn.com","","47","322","474","","Texas county clerk says she's issued marriage license to same-sex couple at judge's order, despite statewide ban.","","","1"
"","CNN Breaking News","Feb 19, 2015","96","248","302","https://pbs.twimg.com/media/B-OBXPoCMAAqsxo?format=jpg&name=small","Obama chooses State Department spokeswoman Jen Psaki to be his communications director.","","","1"
"","CNN Breaking News","Feb 19, 2015","73","163","148","https://pbs.twimg.com/card_img/1336966981677887489/mGyT6uKN?format=jpg&name=small","Obama at #CVESummit: Notion that West is at war with Islam ""an ugly lie,” and all have responsibility to reject it.","https://pbs.twimg.com/card_img/1336966981677887489/mGyT6uKN?format=jpg&name=small","http://t.co/HA4oxUBcuf?amp=1","1"
"","Obama to call on world to focus on roots of ISIS, al Qaeda extremism - CNNPolitics","","73","163","148","https://pbs.twimg.com/card_img/1336966981677887489/mGyT6uKN?format=jpg&name=small","Obama at #CVESummit: Notion that West is at war with Islam ""an ugly lie,” and all have responsibility to reject it.","https://pbs.twimg.com/card_img/1336966981677887489/mGyT6uKN?format=jpg&name=small","http://t.co/HA4oxUBcuf?amp=1","1"
"","President Barack Obama called for a global effort to combat violent extremism and urged countries around the world to address the root causes that fuel groups like ISIS and al Qaeda during a speech...","","73","163","148","https://pbs.twimg.com/card_img/1336966981677887489/mGyT6uKN?format=jpg&name=small","Obama at #CVESummit: Notion that West is at war with Islam ""an ugly lie,” and all have responsibility to reject it.","https://pbs.twimg.com/card_img/1336966981677887489/mGyT6uKN?format=jpg&name=small","http://t.co/HA4oxUBcuf?amp=1","1"
"","cnn.com","","73","163","148","https://pbs.twimg.com/card_img/1336966981677887489/mGyT6uKN?format=jpg&name=small","Obama at #CVESummit: Notion that West is at war with Islam ""an ugly lie,” and all have responsibility to reject it.","https://pbs.twimg.com/card_img/1336966981677887489/mGyT6uKN?format=jpg&name=small","http://t.co/HA4oxUBcuf?amp=1","1"
"","CNN Breaking News","Feb 20, 2015","28","790","241","https://pbs.twimg.com/card_img/1335673217944530949/1c67EWE4?format=jpg&name=small","Mayor of Venezuela’s capital arrested during raid carried out by more than 150 intelligence agents, his office says.","https://pbs.twimg.com/card_img/1335673217944530949/1c67EWE4?format=jpg&name=small","http://t.co/a6MY4OIeji?amp=1","1"
"","Mayor of Caracas, Venezuela, arrested - CNN","","28","790","241","https://pbs.twimg.com/card_img/1335673217944530949/1c67EWE4?format=jpg&name=small","Mayor of Venezuela’s capital arrested during raid carried out by more than 150 intelligence agents, his office says.","https://pbs.twimg.com/card_img/1335673217944530949/1c67EWE4?format=jpg&name=small","http://t.co/a6MY4OIeji?amp=1","1"
"","Venezuelan intelligence agents arrested Caracas Mayor Antonio Ledezma, sparking a fierce outcry from opponents of President Nicolas Maduro's government.","","28","790","241","https://pbs.twimg.com/card_img/1335673217944530949/1c67EWE4?format=jpg&name=small","Mayor of Venezuela’s capital arrested during raid carried out by more than 150 intelligence agents, his office says.","https://pbs.twimg.com/card_img/1335673217944530949/1c67EWE4?format=jpg&name=small","http://t.co/a6MY4OIeji?amp=1","1"
"","cnn.com","","28","790","241","https://pbs.twimg.com/card_img/1335673217944530949/1c67EWE4?format=jpg&name=small","Mayor of Venezuela’s capital arrested during raid carried out by more than 150 intelligence agents, his office says.","https://pbs.twimg.com/card_img/1335673217944530949/1c67EWE4?format=jpg&name=small","http://t.co/a6MY4OIeji?amp=1","1"
"","CNN Breaking News","Feb 19, 2015","25","105","139","","Senator asks Department of Justice to investigate insurance practice of repairing autos at ‘preferred’ shops.","","","1"
"","Senator asks DOJ to investigate car insurance - CNNPolitics","","25","105","139","","Senator asks Department of Justice to investigate insurance practice of repairing autos at ‘preferred’ shops.","","","1"
"","A U.S. senator is urging the Justice Department to investigate insurance companies and auto repairs done at their 'preferred' repair shops across the country, because of safety concerns for consumers...","","25","105","139","","Senator asks Department of Justice to investigate insurance practice of repairing autos at ‘preferred’ shops.","","","1"
"","cnn.com","","25","105","139","","Senator asks Department of Justice to investigate insurance practice of repairing autos at ‘preferred’ shops.","","","1"
"","CNN Breaking News","Feb 19, 2015","30","148","230","","Erich Milton Nowsch faces murder and two other felony charges in alleged road-rage death of Las Vegas woman. http://cnn.it/181gcto.","","","1"
"","CNN Breaking News","Feb 19, 2015","120","289","252","","Texas Supreme Court blocks gay couples from marriage licenses after two women marry in Austin. http://cnn.it/1zqFhEI.","","","1"
"","Texas Supreme Court blocks same-sex marriage licenses - CNN","","120","289","252","","Texas Supreme Court blocks gay couples from marriage licenses after two women marry in Austin. http://cnn.it/1zqFhEI.","","","1"
"","The Texas Supreme Court blocks gay couples from obtaining marriage licenses after two women participated in the state's first same-sex marriage in Austin.","","120","289","252","","Texas Supreme Court blocks gay couples from marriage licenses after two women marry in Austin. http://cnn.it/1zqFhEI.","","","1"
"","cnn.com","","120","289","252","","Texas Supreme Court blocks gay couples from marriage licenses after two women marry in Austin. http://cnn.it/1zqFhEI.","","","1"
"","CNN Breaking News","Feb 19, 2015","23","124","257","","Police take suspect into custody in killing of Las Vegas woman in apparent road rage incident. http://cnn.it/181gcto.","","","1"
"","CNN Breaking News","Feb 19, 2015","98","565","274","","Sources: Breathing tube removed from daughter of Whitney Houston. http://cnn.it/1EtZMUD.","","","1"
"","CNN Breaking News","Feb 19, 2015","37","209","272","","Las Vegas police confirm they are working to arrest man suspected of killing woman in apparent road rage incident. http://cnn.it/181gcto.","","","1"
"","Road rage suspect knew victim, husband says - CNN","","37","209","272","","Las Vegas police confirm they are working to arrest man suspected of killing woman in apparent road rage incident. http://cnn.it/181gcto.","","","1"
"","The suspect arrested in the killing of a woman after an apparent road rage incident knew his victim, the woman's husband said Thursday.","","37","209","272","","Las Vegas police confirm they are working to arrest man suspected of killing woman in apparent road rage incident. http://cnn.it/181gcto.","","","1"
"","cnn.com","","37","209","272","","Las Vegas police confirm they are working to arrest man suspected of killing woman in apparent road rage incident. http://cnn.it/181gcto.","","","1"
"","CNN Breaking News","Feb 19, 2015","78","481","259","https://pbs.twimg.com/card_img/1336139709496569861/B4ghk4Zu?format=jpg&name=small","Computer maker Lenovo slipped 'Superfish' malware into laptops. http://cnnmon.ie/1G8PSJ2.","https://pbs.twimg.com/card_img/1336139709496569861/B4ghk4Zu?format=jpg&name=small","http://t.co/zhOSEoe7Z6?amp=1","1"
"","Lenovo slipped 'Superfish' malware into laptops","","78","481","259","https://pbs.twimg.com/card_img/1336139709496569861/B4ghk4Zu?format=jpg&name=small","Computer maker Lenovo slipped 'Superfish' malware into laptops. http://cnnmon.ie/1G8PSJ2.","https://pbs.twimg.com/card_img/1336139709496569861/B4ghk4Zu?format=jpg&name=small","http://t.co/zhOSEoe7Z6?amp=1","1"
"","If you got a Lenovo laptop in recent months, it came with factory-installed malware that gave you ads. It also made you less safe online.","","78","481","259","https://pbs.twimg.com/card_img/1336139709496569861/B4ghk4Zu?format=jpg&name=small","Computer maker Lenovo slipped 'Superfish' malware into laptops. http://cnnmon.ie/1G8PSJ2.","https://pbs.twimg.com/card_img/1336139709496569861/B4ghk4Zu?format=jpg&name=small","http://t.co/zhOSEoe7Z6?amp=1","1"
"","money.cnn.com","","78","481","259","https://pbs.twimg.com/card_img/1336139709496569861/B4ghk4Zu?format=jpg&name=small","Computer maker Lenovo slipped 'Superfish' malware into laptops. http://cnnmon.ie/1G8PSJ2.","https://pbs.twimg.com/card_img/1336139709496569861/B4ghk4Zu?format=jpg&name=small","http://t.co/zhOSEoe7Z6?amp=1","1"
"","CNN Breaking News","Feb 19, 2015","47","322","474","","Texas county clerk says she's issued marriage license to same-sex couple at judge's order, despite statewide ban.","","","1"
"","Texas Supreme Court blocks same-sex marriage licenses - CNN","","47","322","474","","Texas county clerk says she's issued marriage license to same-sex couple at judge's order, despite statewide ban.","","","1"
"","The Texas Supreme Court blocks gay couples from obtaining marriage licenses after two women participated in the state's first same-sex marriage in Austin.","","47","322","474","","Texas county clerk says she's issued marriage license to same-sex couple at judge's order, despite statewide ban.","","","1"
"","cnn.com","","47","322","474","","Texas county clerk says she's issued marriage license to same-sex couple at judge's order, despite statewide ban.","","","1"
"","CNN Breaking News","Feb 19, 2015","96","248","302","https://pbs.twimg.com/media/B-OBXPoCMAAqsxo?format=jpg&name=small","Obama chooses State Department spokeswoman Jen Psaki to be his communications director.","","","1"
"","CNN Breaking News","Feb 19, 2015","73","163","148","https://pbs.twimg.com/card_img/1336966981677887489/mGyT6uKN?format=jpg&name=small","Obama at #CVESummit: Notion that West is at war with Islam ""an ugly lie,” and all have responsibility to reject it.","https://pbs.twimg.com/card_img/1336966981677887489/mGyT6uKN?format=jpg&name=small","http://t.co/HA4oxUBcuf?amp=1","1"
"","Obama to call on world to focus on roots of ISIS, al Qaeda extremism - CNNPolitics","","73","163","148","https://pbs.twimg.com/card_img/1336966981677887489/mGyT6uKN?format=jpg&name=small","Obama at #CVESummit: Notion that West is at war with Islam ""an ugly lie,” and all have responsibility to reject it.","https://pbs.twimg.com/card_img/1336966981677887489/mGyT6uKN?format=jpg&name=small","http://t.co/HA4oxUBcuf?amp=1","1"
"","President Barack Obama called for a global effort to combat violent extremism and urged countries around the world to address the root causes that fuel groups like ISIS and al Qaeda during a speech...","","73","163","148","https://pbs.twimg.com/card_img/1336966981677887489/mGyT6uKN?format=jpg&name=small","Obama at #CVESummit: Notion that West is at war with Islam ""an ugly lie,” and all have responsibility to reject it.","https://pbs.twimg.com/card_img/1336966981677887489/mGyT6uKN?format=jpg&name=small","http://t.co/HA4oxUBcuf?amp=1","1"
"","cnn.com","","73","163","148","https://pbs.twimg.com/card_img/1336966981677887489/mGyT6uKN?format=jpg&name=small","Obama at #CVESummit: Notion that West is at war with Islam ""an ugly lie,” and all have responsibility to reject it.","https://pbs.twimg.com/card_img/1336966981677887489/mGyT6uKN?format=jpg&name=small","http://t.co/HA4oxUBcuf?amp=1","1"
"","CNN Breaking News","Feb 19, 2015","97","252","444","https://pbs.twimg.com/media/B-N_r5sCMAA_0kq?format=jpg&name=small","Obama, at #CVESummit, calls on world to focus on roots of ISIS, al Qaeda extremism. http://cnn.it/1zQXFWm","","","1"
"","CNN Breaking News","Feb 19, 2015","30","117","152","https://pbs.twimg.com/media/B-Nsi4bCUAAMjJo?format=jpg&name=small","Civilians still hiding amid Debaltseve shelling.
@npwcnn
at town hall: Those in basement 2 weeks ago still there now.","","","1"
"","CNN Breaking News","Feb 19, 2015","29","144","242","https://pbs.twimg.com/media/B-NsJAXCUAAR_OI?format=jpg&name=small","""Queues for humanitarian aid. … Much anger at violence and destroyed homes,""
@npwcnn
says from Debaltseve, Ukraine.","","","1"
"","CNN Breaking News","Feb 19, 2015","30","142","235","https://pbs.twimg.com/card_img/1335197634261291010/h_MmU3uL?format=jpg&name=small","Barely a house unscathed by shelling in Debaltseve, site of recent intense Ukraine/rebel fighting.","https://pbs.twimg.com/card_img/1335197634261291010/h_MmU3uL?format=jpg&name=small","http://t.co/LbI8DNT2xj?amp=1","1"
"","Destruction widespread in Ukraine town - CNN","","30","142","235","https://pbs.twimg.com/card_img/1335197634261291010/h_MmU3uL?format=jpg&name=small","Barely a house unscathed by shelling in Debaltseve, site of recent intense Ukraine/rebel fighting.","https://pbs.twimg.com/card_img/1335197634261291010/h_MmU3uL?format=jpg&name=small","http://t.co/LbI8DNT2xj?amp=1","1"
"","The devastation is staggering in Debaltseve, the town at the heart of the battle between Ukrainian forces and pro-Russian separatists in recent days.","","30","142","235","https://pbs.twimg.com/card_img/1335197634261291010/h_MmU3uL?format=jpg&name=small","Barely a house unscathed by shelling in Debaltseve, site of recent intense Ukraine/rebel fighting.","https://pbs.twimg.com/card_img/1335197634261291010/h_MmU3uL?format=jpg&name=small","http://t.co/LbI8DNT2xj?amp=1","1"
"","cnn.com","","30","142","235","https://pbs.twimg.com/card_img/1335197634261291010/h_MmU3uL?format=jpg&name=small","Barely a house unscathed by shelling in Debaltseve, site of recent intense Ukraine/rebel fighting.","https://pbs.twimg.com/card_img/1335197634261291010/h_MmU3uL?format=jpg&name=small","http://t.co/LbI8DNT2xj?amp=1","1"
"","CNN Breaking News","Feb 19, 2015","33","228","286","https://pbs.twimg.com/card_img/1335606498387501064/2o5wE-JU?format=jpg&name=small","Anonymous letter on police stationery bitterly insulting black officers found in mailboxes at Conn. police station.","https://pbs.twimg.com/card_img/1335606498387501064/2o5wE-JU?format=jpg&name=small","http://t.co/XbhrIOBDqS?amp=1","1"
"","Racist letter on police stationary slams black officers - CNN","","33","228","286","https://pbs.twimg.com/card_img/1335606498387501064/2o5wE-JU?format=jpg&name=small","Anonymous letter on police stationery bitterly insulting black officers found in mailboxes at Conn. police station.","https://pbs.twimg.com/card_img/1335606498387501064/2o5wE-JU?format=jpg&name=small","http://t.co/XbhrIOBDqS?amp=1","1"
"","An anonymous letter on police stationery slammed black officers on a Connecticut police force but went after one in particular.","","33","228","286","https://pbs.twimg.com/card_img/1335606498387501064/2o5wE-JU?format=jpg&name=small","Anonymous letter on police stationery bitterly insulting black officers found in mailboxes at Conn. police station.","https://pbs.twimg.com/card_img/1335606498387501064/2o5wE-JU?format=jpg&name=small","http://t.co/XbhrIOBDqS?amp=1","1"
"","cnn.com","","33","228","286","https://pbs.twimg.com/card_img/1335606498387501064/2o5wE-JU?format=jpg&name=small","Anonymous letter on police stationery bitterly insulting black officers found in mailboxes at Conn. police station.","https://pbs.twimg.com/card_img/1335606498387501064/2o5wE-JU?format=jpg&name=small","http://t.co/XbhrIOBDqS?amp=1","1"
"","CNN Breaking News","Feb 19, 2015","49","353","355","https://pbs.twimg.com/card_img/1334057364069216257/PStFsR9E?format=jpg&name=small","Iran, U.S. to resume talks on Tehran's nuclear program Friday, Iranian official says.","https://pbs.twimg.com/card_img/1334057364069216257/PStFsR9E?format=jpg&name=small","http://t.co/TgGbMkaxir?amp=1","1"
"","Report: Iran to resume nuclear talks with U.S. - CNN","","49","353","355","https://pbs.twimg.com/card_img/1334057364069216257/PStFsR9E?format=jpg&name=small","Iran, U.S. to resume talks on Tehran's nuclear program Friday, Iranian official says.","https://pbs.twimg.com/card_img/1334057364069216257/PStFsR9E?format=jpg&name=small","http://t.co/TgGbMkaxir?amp=1","1"
"","Talks between the United States and Iran on the Tehran's nuclear program will resume in Geneva on Friday, Iran's Deputy Foreign Minister Abbas Araqchi said.","","49","353","355","https://pbs.twimg.com/card_img/1334057364069216257/PStFsR9E?format=jpg&name=small","Iran, U.S. to resume talks on Tehran's nuclear program Friday, Iranian official says.","https://pbs.twimg.com/card_img/1334057364069216257/PStFsR9E?format=jpg&name=small","http://t.co/TgGbMkaxir?amp=1","1"
"","cnn.com","","49","353","355","https://pbs.twimg.com/card_img/1334057364069216257/PStFsR9E?format=jpg&name=small","Iran, U.S. to resume talks on Tehran's nuclear program Friday, Iranian official says.","https://pbs.twimg.com/card_img/1334057364069216257/PStFsR9E?format=jpg&name=small","http://t.co/TgGbMkaxir?amp=1","1"
"","CNN Breaking News","Feb 19, 2015","33","396","402","https://pbs.twimg.com/card_img/1334057364069216257/PStFsR9E?format=jpg&name=small",".
@UMassAmherst
lifts controversial ban barring Iranian students from graduate science and engineering programs.","https://pbs.twimg.com/card_img/1334057364069216257/PStFsR9E?format=jpg&name=small","http://t.co/9cF7AvdgNy?amp=1","1"
"","UMass Amherst lifts ban on Iranian engineering students - CNN","","33","396","402","https://pbs.twimg.com/card_img/1334057364069216257/PStFsR9E?format=jpg&name=small",".
@UMassAmherst
lifts controversial ban barring Iranian students from graduate science and engineering programs.","https://pbs.twimg.com/card_img/1334057364069216257/PStFsR9E?format=jpg&name=small","http://t.co/9cF7AvdgNy?amp=1","1"
"","The University of Massachusetts Amherst has lifted a controversial ban barring Iranian students from graduate science and engineering programs.","","33","396","402","https://pbs.twimg.com/card_img/1334057364069216257/PStFsR9E?format=jpg&name=small",".
@UMassAmherst
lifts controversial ban barring Iranian students from graduate science and engineering programs.","https://pbs.twimg.com/card_img/1334057364069216257/PStFsR9E?format=jpg&name=small","http://t.co/9cF7AvdgNy?amp=1","1"
"","cnn.com","","33","396","402","https://pbs.twimg.com/card_img/1334057364069216257/PStFsR9E?format=jpg&name=small",".
@UMassAmherst
lifts controversial ban barring Iranian students from graduate science and engineering programs.","https://pbs.twimg.com/card_img/1334057364069216257/PStFsR9E?format=jpg&name=small","http://t.co/9cF7AvdgNy?amp=1","1"
"","CNN Breaking News","Feb 19, 2015","60","451","355","https://pbs.twimg.com/card_img/1336813560949772292/u_onPAH2?format=jpg&name=small","Eastern half of US hit with bitter cold; temps 25 to 45 degrees below normal.","https://pbs.twimg.com/card_img/1336813560949772292/u_onPAH2?format=jpg&name=small","http://t.co/GgR6T67eWw?amp=1","1"
"","Shiver me timbers, it's cold! - CNN","","60","451","355","https://pbs.twimg.com/card_img/1336813560949772292/u_onPAH2?format=jpg&name=small","Eastern half of US hit with bitter cold; temps 25 to 45 degrees below normal.","https://pbs.twimg.com/card_img/1336813560949772292/u_onPAH2?format=jpg&name=small","http://t.co/GgR6T67eWw?amp=1","1"
"","There's cold and there's the kind of cold that freezes your soul. Here's how cold it is","","60","451","355","https://pbs.twimg.com/card_img/1336813560949772292/u_onPAH2?format=jpg&name=small","Eastern half of US hit with bitter cold; temps 25 to 45 degrees below normal.","https://pbs.twimg.com/card_img/1336813560949772292/u_onPAH2?format=jpg&name=small","http://t.co/GgR6T67eWw?amp=1","1"
"","cnn.com","","60","451","355","https://pbs.twimg.com/card_img/1336813560949772292/u_onPAH2?format=jpg&name=small","Eastern half of US hit with bitter cold; temps 25 to 45 degrees below normal.","https://pbs.twimg.com/card_img/1336813560949772292/u_onPAH2?format=jpg&name=small","http://t.co/GgR6T67eWw?amp=1","1"
"","CNN Breaking News","Feb 19, 2015","55","711","488","","Deaths of 2 patients at Los Angeles hospital linked to drug-resistant bacteria; more than 100 may have been exposed.","","","1"
"","Drug-resistant bacteria tied to 2 UCLA hospital deaths - CNN","","55","711","488","","Deaths of 2 patients at Los Angeles hospital linked to drug-resistant bacteria; more than 100 may have been exposed.","","","1"
"","The deaths of two patients at a Los Angeles hospital are linked to the deadly bacteria CRE, a spokeswoman for the UCLA Health Systems said Wednesday.","","55","711","488","","Deaths of 2 patients at Los Angeles hospital linked to drug-resistant bacteria; more than 100 may have been exposed.","","","1"
"","cnn.com","","55","711","488","","Deaths of 2 patients at Los Angeles hospital linked to drug-resistant bacteria; more than 100 may have been exposed.","","","1"
"","CNN Breaking News","Feb 19, 2015","81","609","540","https://pbs.twimg.com/card_img/1335076700795719681/hUyYzCGL?format=jpg&name=small","Sources: DOJ may sue Ferguson police over pattern of racially discriminatory tactics used by officers.","https://pbs.twimg.com/card_img/1335076700795719681/hUyYzCGL?format=jpg&name=small","http://t.co/7O5z1McNe0?amp=1","1"
"","Justice Dept. could sue Ferguson for discrimination - CNNPolitics","","81","609","540","https://pbs.twimg.com/card_img/1335076700795719681/hUyYzCGL?format=jpg&name=small","Sources: DOJ may sue Ferguson police over pattern of racially discriminatory tactics used by officers.","https://pbs.twimg.com/card_img/1335076700795719681/hUyYzCGL?format=jpg&name=small","http://t.co/7O5z1McNe0?amp=1","1"
"","The Justice Department could sue the Ferguson, Missouri, police department over a pattern of racially discriminatory tactics","","81","609","540","https://pbs.twimg.com/card_img/1335076700795719681/hUyYzCGL?format=jpg&name=small","Sources: DOJ may sue Ferguson police over pattern of racially discriminatory tactics used by officers.","https://pbs.twimg.com/card_img/1335076700795719681/hUyYzCGL?format=jpg&name=small","http://t.co/7O5z1McNe0?amp=1","1"
"","cnn.com","","81","609","540","https://pbs.twimg.com/card_img/1335076700795719681/hUyYzCGL?format=jpg&name=small","Sources: DOJ may sue Ferguson police over pattern of racially discriminatory tactics used by officers.","https://pbs.twimg.com/card_img/1335076700795719681/hUyYzCGL?format=jpg&name=small","http://t.co/7O5z1McNe0?amp=1","1"
"","CNN Breaking News","Feb 19, 2015","175","791","443","","Iraqi official says ISIS burned 40 people alive. Pentagon says it is still analyzing the reports. http://cnn.it/1Fvls6h","","","1"
"","CNN Breaking News","Feb 18, 2015","429","1.4K","1K","https://pbs.twimg.com/media/B-KhKSAIMAAuUDr?format=jpg&name=small","Rap star Vanilla Ice arrested, charged with burglary and grand theft. http://cnn.it/1vYkjRI","","","1"
"","CNN Breaking News","Feb 18, 2015","28","337","371","https://pbs.twimg.com/card_img/1335559279667900417/gLFPuU1l?format=jpg&name=small","'American Sniper' murder trial: Witnesses describe defendant's behavior. http://cnn.it/1ESkq0o.","https://pbs.twimg.com/card_img/1335559279667900417/gLFPuU1l?format=jpg&name=small","http://t.co/tAF4NmVxul?amp=1","1"
