"listing_value","tweets_Name","tweets_Date","tweets_Replies","tweets_Retweets","tweets_Likes","tweets_Images","tweets_Text","tweets_imageURL","tweets_hrefURL","remove"
"","CNN Breaking News","Dec 31, 2015","58","726","579","https://pbs.twimg.com/media/CXk2YE0W8AIx6Mn?format=jpg&name=small","Fire crews battling massive New Year's Eve blaze at Dubai's Address hotel http://cnn.it/1kwDsos","","","1"
"","CNN Breaking News","Dec 31, 2015","42","646","339","","Massive fire at Dubai's Address hotel broke out on 20th floor of luxury high-rise, authorities said. http://cnn.it/1kwDsos","","","1"
"","CNN Breaking News","Dec 31, 2015","49","1.1K","448","https://pbs.twimg.com/media/CXku5M4WYAM3rD0?format=png&name=small","Fire breaks out at downtown Dubai's high-rise Address hotel. http://cnn.it/1kwDsos Watch http://cnn.it/go","","","1"
"","CNN Breaking News","Dec 31, 2015","93","549","666","https://pbs.twimg.com/media/CXkluU7WAAA9WRM?format=jpg&name=small","Ben Carson's campaign manager and his communications director have resigned. http://cnn.com/politics","","","1"
"","CNN Breaking News","Dec 31, 2015","20","345","239","https://pbs.twimg.com/card_img/1335833573257932802/rMdtV2v0?format=jpg&name=small","More on alleged Rochester-area NYE plot: 25-year-old charged with trying to provide material support to ISIS.","https://pbs.twimg.com/card_img/1335833573257932802/rMdtV2v0?format=jpg&name=small","https://t.co/rGyDZZXtH1?amp=1","1"
"","Feds: Captured man was planning ISIS attack in New York - CNNPolitics","","20","345","239","https://pbs.twimg.com/card_img/1335833573257932802/rMdtV2v0?format=jpg&name=small","More on alleged Rochester-area NYE plot: 25-year-old charged with trying to provide material support to ISIS.","https://pbs.twimg.com/card_img/1335833573257932802/rMdtV2v0?format=jpg&name=small","https://t.co/rGyDZZXtH1?amp=1","1"
"","DOJ officials announced they had thwarted a Rochester man's plans to kill New Year's Eve participants in the name of ISIS at upstate New York bar and restaurant","","20","345","239","https://pbs.twimg.com/card_img/1335833573257932802/rMdtV2v0?format=jpg&name=small","More on alleged Rochester-area NYE plot: 25-year-old charged with trying to provide material support to ISIS.","https://pbs.twimg.com/card_img/1335833573257932802/rMdtV2v0?format=jpg&name=small","https://t.co/rGyDZZXtH1?amp=1","1"
"","cnn.com","","20","345","239","https://pbs.twimg.com/card_img/1335833573257932802/rMdtV2v0?format=jpg&name=small","More on alleged Rochester-area NYE plot: 25-year-old charged with trying to provide material support to ISIS.","https://pbs.twimg.com/card_img/1335833573257932802/rMdtV2v0?format=jpg&name=small","https://t.co/rGyDZZXtH1?amp=1","1"
"","CNN Breaking News","Dec 31, 2015","84","931","681","https://pbs.twimg.com/media/CXkdOkHWQAACzWZ?format=jpg&name=small","N.Y. man arrested, accused of planning to attack Rochester-area bar for ISIS on New Year's Eve, feds say.","","","1"
"","CNN Breaking News","Dec 31, 2015","80","191","460","https://pbs.twimg.com/media/CXkYMJ1WEAEq_jY?format=jpg&name=small","Mother of ""affluenza"" teen charged with hindering apprehension of a felon; bail set at $1M. http://cnn.it/1YRpHDN","","","1"
"","CNN Breaking News","Dec 31, 2015","35","247","253","https://pbs.twimg.com/media/CXkKYy0WYAAYOdN?format=jpg&name=small","After arrest, TCU says QB Trevone Boykin will not play in Saturday's Alamo Bowl. http://cnn.it/1Oz3ohm","","","1"
"","CNN Breaking News","Dec 31, 2015","98","430","903","https://pbs.twimg.com/media/CXkHcNiWkAA5vrk?format=jpg&name=small","Obama to take executive action on expanding gun background checks, sources say. http://cnn.it/1Vs2tia","","","1"
"","CNN Breaking News","Dec 31, 2015","23","149","167","https://pbs.twimg.com/media/CXjoSkUU0AIoWcy?format=jpg&name=small","""I believe they wanted to use us as human shields,"" displaced Ramadi resident says of ISIS. http://cnn.it/1P24Q64","","","1"
"","CNN Breaking News","Dec 31, 2015","7","149","205","","6 detained for questioning in connection with alleged New Year's attack plot in Brussels, authorities say. http://cnn.it/1mruytT","","","1"
"","CNN Breaking News","Dec 31, 2015","11","131","152","https://pbs.twimg.com/card_img/1337175831844548608/pks5MFZP?format=jpg&name=small","Bangladesh sentences 2 men to die for 2013 murder of a secular blogger. 5 other secular writers have been killed.","https://pbs.twimg.com/card_img/1337175831844548608/pks5MFZP?format=jpg&name=small","https://t.co/F3PYeGVypm?amp=1","1"
"","Death sentences for Bangladeshi blogger murder - CNN","","11","131","152","https://pbs.twimg.com/card_img/1337175831844548608/pks5MFZP?format=jpg&name=small","Bangladesh sentences 2 men to die for 2013 murder of a secular blogger. 5 other secular writers have been killed.","https://pbs.twimg.com/card_img/1337175831844548608/pks5MFZP?format=jpg&name=small","https://t.co/F3PYeGVypm?amp=1","1"
"","Two men have been sentenced to death for their role in the 2013 murder of Ahmed Rajib Haider, a secular blogger from Bangladesh.","","11","131","152","https://pbs.twimg.com/card_img/1337175831844548608/pks5MFZP?format=jpg&name=small","Bangladesh sentences 2 men to die for 2013 murder of a secular blogger. 5 other secular writers have been killed.","https://pbs.twimg.com/card_img/1337175831844548608/pks5MFZP?format=jpg&name=small","https://t.co/F3PYeGVypm?amp=1","1"
"","cnn.com","","11","131","152","https://pbs.twimg.com/card_img/1337175831844548608/pks5MFZP?format=jpg&name=small","Bangladesh sentences 2 men to die for 2013 murder of a secular blogger. 5 other secular writers have been killed.","https://pbs.twimg.com/card_img/1337175831844548608/pks5MFZP?format=jpg&name=small","https://t.co/F3PYeGVypm?amp=1","1"
"","CNN Breaking News","Dec 31, 2015","36","133","131","https://pbs.twimg.com/card_img/1335252129569796096/CLfdjD5q?format=jpg&name=small","China says it will build an aircraft carrier as it seeks to expand its military clout.","https://pbs.twimg.com/card_img/1335252129569796096/CLfdjD5q?format=jpg&name=small","https://t.co/qpPg3yL1Q8?amp=1","1"
"","China says it's building new homegrown aircraft carrier - CNN","","36","133","131","https://pbs.twimg.com/card_img/1335252129569796096/CLfdjD5q?format=jpg&name=small","China says it will build an aircraft carrier as it seeks to expand its military clout.","https://pbs.twimg.com/card_img/1335252129569796096/CLfdjD5q?format=jpg&name=small","https://t.co/qpPg3yL1Q8?amp=1","1"
"","China said Thursday that it's building a homegrown aircraft carrier as it seeks to expand its military clout.","","36","133","131","https://pbs.twimg.com/card_img/1335252129569796096/CLfdjD5q?format=jpg&name=small","China says it will build an aircraft carrier as it seeks to expand its military clout.","https://pbs.twimg.com/card_img/1335252129569796096/CLfdjD5q?format=jpg&name=small","https://t.co/qpPg3yL1Q8?amp=1","1"
"","cnn.com","","36","133","131","https://pbs.twimg.com/card_img/1335252129569796096/CLfdjD5q?format=jpg&name=small","China says it will build an aircraft carrier as it seeks to expand its military clout.","https://pbs.twimg.com/card_img/1335252129569796096/CLfdjD5q?format=jpg&name=small","https://t.co/qpPg3yL1Q8?amp=1","1"
"","CNN Breaking News","Dec 31, 2015","34","257","447","https://pbs.twimg.com/media/CXi0bn8WEAATcp2?format=jpg&name=small","Belgian police arrest 10th person in connection with Paris terror attacks. http://cnn.it/1IFE5ry","","","1"
"","CNN Breaking News","Dec 31, 2015","30","86","153","https://pbs.twimg.com/card_img/1337175833941659649/lP12wMhZ?format=jpg&name=small","Mother of “affluenza” teen has returned to the United States from Mexico.","https://pbs.twimg.com/card_img/1337175833941659649/lP12wMhZ?format=jpg&name=small","https://t.co/8szY5co0EI?amp=1","1"
"","'Affluenza' teen's mother back in U.S. - CNN","","30","86","153","https://pbs.twimg.com/card_img/1337175833941659649/lP12wMhZ?format=jpg&name=small","Mother of “affluenza” teen has returned to the United States from Mexico.","https://pbs.twimg.com/card_img/1337175833941659649/lP12wMhZ?format=jpg&name=small","https://t.co/8szY5co0EI?amp=1","1"
"","Tonya Couch, the mother of ""affluenza"" teen Ethan Couch is back in the United States and has been charged in Texas with hindering the apprehension of a felon.","","30","86","153","https://pbs.twimg.com/card_img/1337175833941659649/lP12wMhZ?format=jpg&name=small","Mother of “affluenza” teen has returned to the United States from Mexico.","https://pbs.twimg.com/card_img/1337175833941659649/lP12wMhZ?format=jpg&name=small","https://t.co/8szY5co0EI?amp=1","1"
"","cnn.com","","30","86","153","https://pbs.twimg.com/card_img/1337175833941659649/lP12wMhZ?format=jpg&name=small","Mother of “affluenza” teen has returned to the United States from Mexico.","https://pbs.twimg.com/card_img/1337175833941659649/lP12wMhZ?format=jpg&name=small","https://t.co/8szY5co0EI?amp=1","1"
"","CNN Breaking News","Dec 31, 2015","15","211","145","https://pbs.twimg.com/card_img/1337175831618056193/Kgx5rbal?format=jpg&name=small","Barge drifting out of control in North Sea; BP orders partial evacuation from its Valhall oil field.","https://pbs.twimg.com/card_img/1337175831618056193/Kgx5rbal?format=jpg&name=small","https://t.co/slN1D3PMJP?amp=1","1"
"","Storm, drifting barge prompts oil field evacuations - CNN","","15","211","145","https://pbs.twimg.com/card_img/1337175831618056193/Kgx5rbal?format=jpg&name=small","Barge drifting out of control in North Sea; BP orders partial evacuation from its Valhall oil field.","https://pbs.twimg.com/card_img/1337175831618056193/Kgx5rbal?format=jpg&name=small","https://t.co/slN1D3PMJP?amp=1","1"
"","Violent weather in the North Sea killed an oil worker for a Norwegian firm and prompted oil companies to evacuate workers after a barge broke loose in the storm.","","15","211","145","https://pbs.twimg.com/card_img/1337175831618056193/Kgx5rbal?format=jpg&name=small","Barge drifting out of control in North Sea; BP orders partial evacuation from its Valhall oil field.","https://pbs.twimg.com/card_img/1337175831618056193/Kgx5rbal?format=jpg&name=small","https://t.co/slN1D3PMJP?amp=1","1"
"","cnn.com","","15","211","145","https://pbs.twimg.com/card_img/1337175831618056193/Kgx5rbal?format=jpg&name=small","Barge drifting out of control in North Sea; BP orders partial evacuation from its Valhall oil field.","https://pbs.twimg.com/card_img/1337175831618056193/Kgx5rbal?format=jpg&name=small","https://t.co/slN1D3PMJP?amp=1","1"
"","CNN Breaking News","Dec 31, 2015","35","420","380","https://pbs.twimg.com/media/CXiP1CoW8AAJmkh?format=jpg&name=small","Areas along Missouri, Mississippi rivers given dire warnings as rivers continue to rise. http://cnn.it/1IFpjB9","","","1"
"","CNN Breaking News","Dec 31, 2015","57","309","328","https://pbs.twimg.com/card_img/1334781813114322944/k-wV5mN4?format=jpg&name=small","Employee on Carnival Ecstasy cruise ship dies in elevator accident.","https://pbs.twimg.com/card_img/1334781813114322944/k-wV5mN4?format=jpg&name=small","https://t.co/VCLawKi56k?amp=1","1"
"","Grisly death witnessed on Carnival Ecstasy cruise ship - CNN","","57","309","328","https://pbs.twimg.com/card_img/1334781813114322944/k-wV5mN4?format=jpg&name=small","Employee on Carnival Ecstasy cruise ship dies in elevator accident.","https://pbs.twimg.com/card_img/1334781813114322944/k-wV5mN4?format=jpg&name=small","https://t.co/VCLawKi56k?amp=1","1"
"","A couple on a cruise on the ship Carnival Ecstasy saw blood pouring down the front of an elevator. The company says a crew member working on the elevator died.","","57","309","328","https://pbs.twimg.com/card_img/1334781813114322944/k-wV5mN4?format=jpg&name=small","Employee on Carnival Ecstasy cruise ship dies in elevator accident.","https://pbs.twimg.com/card_img/1334781813114322944/k-wV5mN4?format=jpg&name=small","https://t.co/VCLawKi56k?amp=1","1"
"","cnn.com","","57","309","328","https://pbs.twimg.com/card_img/1334781813114322944/k-wV5mN4?format=jpg&name=small","Employee on Carnival Ecstasy cruise ship dies in elevator accident.","https://pbs.twimg.com/card_img/1334781813114322944/k-wV5mN4?format=jpg&name=small","https://t.co/VCLawKi56k?amp=1","1"
"","CNN Breaking News","Dec 31, 2015","215","220","284","https://pbs.twimg.com/card_img/1336870753480945667/ucMG9LdU?format=jpg&name=small","Woman suspected of mowing down Las Vegas pedestrians tested positive for pot, DA says.","https://pbs.twimg.com/card_img/1336870753480945667/ucMG9LdU?format=jpg&name=small","https://t.co/6oXczeKzpF?amp=1","1"
"","Las Vegas crash suspect tested positive for marijuana - CNN","","215","220","284","https://pbs.twimg.com/card_img/1336870753480945667/ucMG9LdU?format=jpg&name=small","Woman suspected of mowing down Las Vegas pedestrians tested positive for pot, DA says.","https://pbs.twimg.com/card_img/1336870753480945667/ucMG9LdU?format=jpg&name=small","https://t.co/6oXczeKzpF?amp=1","1"
"","Lakeisha Holloway, accused of running down pedestrians on a crowded Las Vegas sidewalk earlier this month, tested positive for marijuana.","","215","220","284","https://pbs.twimg.com/card_img/1336870753480945667/ucMG9LdU?format=jpg&name=small","Woman suspected of mowing down Las Vegas pedestrians tested positive for pot, DA says.","https://pbs.twimg.com/card_img/1336870753480945667/ucMG9LdU?format=jpg&name=small","https://t.co/6oXczeKzpF?amp=1","1"
"","cnn.com","","215","220","284","https://pbs.twimg.com/card_img/1336870753480945667/ucMG9LdU?format=jpg&name=small","Woman suspected of mowing down Las Vegas pedestrians tested positive for pot, DA says.","https://pbs.twimg.com/card_img/1336870753480945667/ucMG9LdU?format=jpg&name=small","https://t.co/6oXczeKzpF?amp=1","1"
"","CNN Breaking News","Dec 31, 2015","156","459","282","https://pbs.twimg.com/card_img/1334636666242408448/X5T-pEwr?format=jpg&name=small","Florida woman shoots and kills daughter, who she thought was an intruder, police say.","https://pbs.twimg.com/card_img/1334636666242408448/X5T-pEwr?format=jpg&name=small","https://t.co/9etaqdx2YK?amp=1","1"
"","Florida mom shoots daughter thinking she was intruder - CNN","","156","459","282","https://pbs.twimg.com/card_img/1334636666242408448/X5T-pEwr?format=jpg&name=small","Florida woman shoots and kills daughter, who she thought was an intruder, police say.","https://pbs.twimg.com/card_img/1334636666242408448/X5T-pEwr?format=jpg&name=small","https://t.co/9etaqdx2YK?amp=1","1"
"","A woman in St. Cloud, Florida, woke up just before midnight Tuesday and fired a shot at a person she thought had broken into her home.","","156","459","282","https://pbs.twimg.com/card_img/1334636666242408448/X5T-pEwr?format=jpg&name=small","Florida woman shoots and kills daughter, who she thought was an intruder, police say.","https://pbs.twimg.com/card_img/1334636666242408448/X5T-pEwr?format=jpg&name=small","https://t.co/9etaqdx2YK?amp=1","1"
"","cnn.com","","156","459","282","https://pbs.twimg.com/card_img/1334636666242408448/X5T-pEwr?format=jpg&name=small","Florida woman shoots and kills daughter, who she thought was an intruder, police say.","https://pbs.twimg.com/card_img/1334636666242408448/X5T-pEwr?format=jpg&name=small","https://t.co/9etaqdx2YK?amp=1","1"
"","CNN Breaking News","Dec 31, 2015","38","164","294","https://pbs.twimg.com/card_img/1336367203289985026/g4j1FbAb?format=jpg&name=small","Friend of San Bernardino shooter is indicted and accused of conspiring to support terrorists. http://cnn.it/1YPBXop.","https://pbs.twimg.com/card_img/1336367203289985026/g4j1FbAb?format=jpg&name=small","https://t.co/uBX4QbDm8d?amp=1","1"
"","Enrique Marquez, linked to San Bernardino shooter, indicted - CNN","","38","164","294","https://pbs.twimg.com/card_img/1336367203289985026/g4j1FbAb?format=jpg&name=small","Friend of San Bernardino shooter is indicted and accused of conspiring to support terrorists. http://cnn.it/1YPBXop.","https://pbs.twimg.com/card_img/1336367203289985026/g4j1FbAb?format=jpg&name=small","https://t.co/uBX4QbDm8d?amp=1","1"
"","Enrique Marquez was indicted by a federal grand jury Wednesday and accused of conspiring with San Bernardino shooter Sayed Rizwan Farook to provide material support to terrorists.","","38","164","294","https://pbs.twimg.com/card_img/1336367203289985026/g4j1FbAb?format=jpg&name=small","Friend of San Bernardino shooter is indicted and accused of conspiring to support terrorists. http://cnn.it/1YPBXop.","https://pbs.twimg.com/card_img/1336367203289985026/g4j1FbAb?format=jpg&name=small","https://t.co/uBX4QbDm8d?amp=1","1"
"","cnn.com","","38","164","294","https://pbs.twimg.com/card_img/1336367203289985026/g4j1FbAb?format=jpg&name=small","Friend of San Bernardino shooter is indicted and accused of conspiring to support terrorists. http://cnn.it/1YPBXop.","https://pbs.twimg.com/card_img/1336367203289985026/g4j1FbAb?format=jpg&name=small","https://t.co/uBX4QbDm8d?amp=1","1"
"","CNN Breaking News","Dec 31, 2015","105","158","350","https://pbs.twimg.com/media/CXg8Ko6UkAAbcxR?format=jpg&name=small","Mom of ""affluenza"" teen Ethan Couch is on way back to U.S., Mexican officials say. http://cnn.it/1RR9REK.","","","1"
"","CNN Breaking News","Dec 31, 2015","90","1.3K","1.6K","","Say goodbye to liquid soap with microbeads; they've now been banned in the U.S. http://cnn.it/1VqA0td.","","","1"
"","CNN Breaking News","Dec 30, 2015","56","174","260","","U.S. Treasury to sanction Iranian companies for developing missile program http://cnn.it/1QZBhbL","","","1"
"","CNN Breaking News","Dec 30, 2015","88","1K","740","https://pbs.twimg.com/media/CXe6cEiWcAA94kJ?format=jpg&name=small","Bill Cosby charged with aggravated indecent assault. http://cnn.it/1JJ91C5. LIVE: http://cnn.it/go","","","1"
